[00:00] 讓我們掌聲歡迎我們今天的主講者馬克揚老師來跟大家分享
[1:40:36] 四等的話是一點是這個八百塊嘛
[1:40:42] 那其實一百點的話就是八萬台幣
[1:40:47] 那就算是醫生或工程師可能也會覺得
[1:40:51] 這個是一個蠻有感覺的下注尺度了
[1:40:55] 那再更大的話
[1:40:57] 這個因為現在的股市很容易一下就波動
[1:41:01] 五百點那可能就是四十萬
[1:41:04] 如果再兩倍的話
[1:41:06] 可能一天一百萬以上的損益
[1:41:09] 對於中產階級來說
[1:41:11] 就已经会稍微有一点太影响情绪
[1:41:16] 就是有可能会做不到
[1:41:17] 但这个中产阶级还是有中产阶级中层
[1:41:21] 中产阶级上层
[1:41:22] 这个还是
[1:41:23] 当然我们跟那个权贵的资产等级
[1:41:27] 还是差距非常非常的大
[1:41:29] 不过就是我的意思是说
[1:41:31] 随着你资产的慢慢提升
[1:41:33] 你的竞争力等级一定也是可以提升的
[1:41:35] 好
[1:41:37] 然后这个也是一个
[1:41:38] 最近大家很热门的一个问题
[1:41:41] 就是自己是不是适合贷款投资
[1:41:45] 那这个的答案其实就是跟精神力很有关系
[1:41:50] 而且也跟这件事就是
[1:41:52] 精神力跟道德无关
[1:41:54] 和总资产最有关
[1:41:56] 那在你贷款的时候
[1:41:58] 如果你借了五百万
[1:42:00] 那你现金多了五百万
[1:42:03] 可是你的负债也多了五百万
[1:42:05] 也就是说你的总身价是没有上升的
[1:42:09] 你的总资产并没有上升
[1:42:11] 也就是说你的精神力等级
[1:42:14] 很可能不会因为这笔贷款而提高
[1:42:17] 但如果你借的那笔贷款
[1:42:20] 让你可以下注超过你的精神力等级的话
[1:42:24] 有可能你是没有办法做到正确执行
[1:42:28] 你原本要执行的游戏策略
[1:42:29] 也就是说你要不要贷款和你的总资产很有关系
[1:42:34] 如果你是把你的房子做房贷的增贷
[1:42:41] 那这个可能你会比较容易能够稳定执行你的策略
[1:42:45] 因为你的总资产是没有那么低的
[1:42:49] 而且你也有房子
[1:42:51] 所以你总资产的杠杆其实还是不会很低
[1:42:54] 不会到很高
[1:42:55] 但是如果你的总资产是50万
[1:43:02] 然后你借了500万
[1:43:03] 那结果跌了10%
[1:43:05] 你的总资产就其实
[1:43:07] 这个损益加起来就变成零了
[1:43:10] 那你可能就会受不了
[1:43:12] 或者是不一定是赔钱的时候会受不了
[1:43:16] 可能上涨的时候你也会受不了
[1:43:18] 这个涨了300万的资产
[1:43:22] 那你的总资产就从50万变成300万
[1:43:25] 你就觉得我总资产增加了这么多
[1:43:28] 那我就会提早停利
[1:43:30] 那可能在这一波
[1:43:32] 这个一万多点上涨到四万多点的过程中
[1:43:37] 你可能两万五的时候
[1:43:39] 你就停利了
[1:43:41] 你觉得哇
[1:43:42] 台股创了这个夸张历史新高
[1:43:44] 达到三万点
[1:43:46] 结果后面这一整段就是提早停利
[1:43:49] 因为你下注尺度太大
[1:43:51] 你就做不到
[1:43:52] 如果你下注尺度再小一点
[1:43:54] 反而你可以达到更好的报酬率
[1:43:57] 那有可能最后赚到的钱是一样的
[1:43:59] 可是你实际上承受的风险是更低
[1:44:02] 好那所以就是要不要贷款投资
[1:44:08] 这个是跟你的总资产还有你的信用很有关系
[1:44:12] 那不过呢总资产并不是
[1:44:15] 不一定要用你拥有的所有的账上现金和资产加起来来计算
[1:44:24] 因为实际上我们估算一个公司的估值
[1:44:27] 也是会把它未来现金流折现算进去
[1:44:30] 那为什么一个可能25岁的年轻医生
[1:44:35] 他可能一个月才刚开始
[1:44:38] 一个月起步
[1:44:38] 一个月薪水才7万
[1:44:40] 可是他在这个谈恋爱市场里面
[1:44:43] 他就有很大的优势
[1:44:44] 因为他在接下来20年
[1:44:47] 可能预期赚到的钱是蛮大的
[1:44:49] 还不只是谈恋爱市场
[1:44:51] 就是有可能他在借钱的时候
[1:44:55] 他可以借到的
[1:44:56] 这个银行借到的钱
[1:44:58] 借到的利率
[1:44:59] 也都是特别低的利息
[1:45:01] 那也是因为他的信用
[1:45:03] 就是他的身价
[1:45:05] 在接下来20年预期会赚到的钱
[1:45:08] 可能是比较高的
[1:45:09] 那也就是说如果你预期
[1:45:12] 比如说你是医生你是工程师
[1:45:14] 那你可能也比较适合贷款投资
[1:45:17] 因为实际上你的总身价
[1:45:20] 比你现在手上拥有的现金还高非常多
[1:45:23] 应该你可以把你接下来20年预期可以赚到的钱
[1:45:28] 当做你的身价
[1:45:29] 因为应该是蛮容易活20年以上的
[1:45:32] 好
[1:45:35] 那这个是回答
[1:45:37] 要不要贷款投资这个问题
[1:45:39] 好
[1:45:41] 那这个是另外一个
[1:45:42] 最近常常会被问的问题
[1:45:45] 就是是不是要开杠杆持有资产
[1:45:47] 那我们在前面其实有稍微讲到了
[1:45:49] 就是答案就是
[1:45:51] 要开杠杆持有资产会是比较好的
[1:45:54] 那然后最好是在
[1:45:56] 数学上最好的话是在两到三百倍之间
[1:46:00] 那但是呢
[1:46:00] 有可能就会超过你的精神力等级
[1:46:02] 所以有可能你的精神力等级
[1:46:05] 可以承受的是1.5倍
[1:46:06] 1.2倍
[1:46:07] 1.3倍
[1:46:07] 那你就是按在你的精神力等级
[1:46:10] 能够做到那个数字上
[1:46:11] 然后我们更general的来回答这个问题
[1:46:15] 就是成功的人
[1:46:16] 他跟普通人最大的差异
[1:46:19] 就是他会使用杠杆
[1:46:20] 那以前我都是说
[1:46:24] 有三种不同的杠杆
[1:46:26] 那最厉害的杠杆
[1:46:28] 就是杠杆敌人的寿命
[1:46:30] 例如说一个老板他请了一百个员工
[1:46:32] 那他就是杠杆了这一百个员工的寿命
[1:46:35] 他可能付了三千块钱
[1:46:37] 买下来的一整天帮他工作
[1:46:39] 那所以他可以做到的事情
[1:46:42] 就是不一定是赚钱
[1:46:43] 就是可以做到的事情
[1:46:45] 他也可以就是
[1:46:46] 反正他可以做到的事情
[1:46:48] 就是非常大非常非常多
[1:46:49] 因为他可以杠杆很多人的寿命
[1:46:52] 那再来就是杠杆别人的知识
[1:46:55] 你可以跟整个人类的知识共同体学习
[1:47:01] 这也是为什么我们做决定
[1:47:04] 应该要根据实际上会发生什么样的事情来做决定
[1:47:12] 而不是根据经验来做决定
[1:47:14] 因为就算有很多人他们可能会觉得
[1:47:17] 自己活了两三百年
[1:47:19] 他自己就可以根据自己的经验做决定
[1:47:21] 但其实就算活了两三百年
[1:47:23] 他一生当中可以得到的经验
[1:47:26] 一个人可以得到的经验
[1:47:28] 都还是非常贫乏
[1:47:29] 非常非常的少
[1:47:31] 那活两三百年
[1:47:32] 其实也没有
[1:47:34] 那个人生经验还是非常非常低的
[1:47:37] 他还是几乎很难
[1:47:39] 稳定地做出正确的决定
[1:47:42] 但是如果你是跟人类的
[1:47:44] 整个知识共同体学习的话
[1:47:46] 那你学到的是
[1:47:48] 好几亿不止
[1:47:51] 好几十亿百亿的人
[1:47:53] 然后再经过这几千年累积下来的
[1:47:57] 全部的经验
[1:47:58] 全部的知识
[1:47:59] 然后这个得出来的各式各样的结论
[1:48:03] 那你能够做到的决定
[1:48:06] 和实际上发生的事情
[1:48:08] 就会更加贴近
[1:48:10] 好那这个是杠杆别人的知识
[1:48:13] 然后越下面是越简单的
[1:48:16] 大部分人听到杠杆
[1:48:18] 可能只会想到可以杠杆别人的钱
[1:48:22] 就是你可以是借钱
[1:48:25] 你可以是光是按期货
[1:48:28] 就是那就是一种杠杆
[1:48:29] 然后那现在有一种最新的杠杆
[1:48:34] 这个是我前几天才想到
[1:48:37] 做PowerPoint的时候才把它加进去
[1:48:39] 就是杠杆AI
[1:48:40] 那因为这个是最近几年才可以做到的事情
[1:48:45] 而且我觉得杠杆AI
[1:48:47] 得到AI的帮助
[1:48:48] 好像真的不是上面其中一种
[1:48:51] 例如说你现在要做一个DM
[1:48:53] 然后你请AI帮你画了一个文案
[1:48:57] 那这个智慧财产权好像也不是杠杆别人的知识
[1:49:01] 也不是杠杆别人的寿命
[1:49:02] 它是AI做出来的创意
[1:49:05] 它就像是一个虚拟的另外一个人
[1:49:08] 那现在可以杠杆AI
[1:49:13] 让AI帮你写程式
[1:49:14] 让AI帮你写文案
[1:49:16] 生成图片
[1:49:17] 让AI就是发挥它的创造力
[1:49:22] 还有它的
[1:49:24] 它也可以是
[1:49:25] 当然也可以是教你事情
[1:49:26] 也可以是帮你查资料
[1:49:28] 也可以是你问它问题
[1:49:29] 这些都可以让一个人
[1:49:32] 他不只是生命的效率
[1:49:35] 做事的效率
[1:49:37] 各式各样的效率都大幅的提升
[1:49:39] 而且就是像现在TrackGPT
[1:49:44] 或者GPT
[1:49:45] 或者是各式各样的那些AI软件
[1:49:48] 他们都是超级便宜的订阅
[1:49:52] 确局率好像是
[1:49:54] 反正好像应该都是在1000块一个月以下
[1:50:00] 好像690还多少
[1:50:01] 我忘记了
[1:50:02] 反正非常非常便宜
[1:50:03] 然后你几乎就可以得到一个美领
[1:50:06] 就是它是一个拥有强大的古今中外的
[1:50:12] 这个剥削多文
[1:50:14] 然后同理心
[1:50:15] 然后耐心
[1:50:16] 然后可以创造力来指导你
[1:50:19] 所以如果你还没有使用AI的话
[1:50:24] 它是最容易做到
[1:50:27] 而且效果非常非常好的一种杠杆
[1:50:29] 好
[1:50:30] 随着你的能力的提升
[1:50:34] 或资产规模提升
[1:50:35] 你就可以从杠杆别人的钱
[1:50:38] 然后继续做到杠杆别人的知识
[1:50:41] 杠杆别人的寿命
[1:50:42] 你可以做到越来越厉害的事情
[1:50:45] 好
[1:50:47] 好,然後這個是剛剛的分支問題
[1:50:50] 要不要開槓桿?要
[1:50:52] 維持在2倍到3倍槓桿
[1:50:55] 或者說ABCDE的1倍槓桿
[1:50:59] 大致上是數學上最佳
[1:51:03] 然後資產規模提升之後
[1:51:05] 就是分散資產的種類
[1:51:07] 讓不同項目間的聯動性降低
[1:51:10] 就不一定要全部的資產都是配置在股票
[1:51:14] 如果你要降低
[1:51:16] 就是讓它變得更安全的話
[1:51:18] 就是可以分散在私人股权、房地产、个人品牌
[1:51:24] 其他各式各样的项目上
[1:51:28] 好,现在几点?四点
[1:51:31] 好,那这个最后是一个哲学的这个section
[1:51:35] 就是我们投资是为了快乐还是为了赚钱
[1:51:42] 那其实在行为经济学的这些诺贝尔奖得主
[1:51:47] 他们的研究里面
[1:51:49] 其實一個人一個月賺超過十萬美金
[1:51:52] 不是一個月
[1:51:54] 一年賺超過十萬美金
[1:51:56] 大概三百萬台幣之後
[1:51:59] 那個錢對快樂的邊際效益
[1:52:02] 就已經非常非常低減了
[1:52:04] 所以其實到
[1:52:06] 就是
[1:52:08] 當然你變了更多錢
[1:52:10] 你還是會增加一點點快樂
[1:52:12] 但是就是增加幅度就會降低很多
[1:52:16] 雖然講這個可能很多人會覺得說
[1:52:22] 你講這個很矯情
[1:52:24] 說錢不是最重要的
[1:52:26] 但是因為它是有
[1:52:28] 我說的是在一個範圍之內
[1:52:30] 就是一年超過十萬美金
[1:52:33] 其實就是
[1:52:36] 錢就是它可以幫助你做到事情
[1:52:39] 但它就顯然就不是最重要的
[1:52:42] 因為人生也是一個遊戲
[1:52:45] 大家可能有玩過各式各樣的遊戲
[1:52:47] 就是它的遊戲目標可能是
[1:52:50] 跟某一個角色
[1:52:52] 最後談戀愛有一個好的結局
[1:52:55] 可能可以是兩國之間的戰爭
[1:52:58] 然後你打贏了那場戰爭
[1:53:01] 我們人生也可以有各式各樣的目的
[1:53:03] 然後最後
[1:53:04] 如果你在遊戲的最後
[1:53:06] 你花光了你所有的錢跟資源
[1:53:09] 但是你完成了你的遊戲目標的話
[1:53:12] 通常你是會認為
[1:53:14] 你是很满意的赢了这个游戏
[1:53:17] 就是你完成了这个游戏该做的事情
[1:53:19] 所以你最后是完全没有钱
[1:53:22] 但是达到了那些事情的话
[1:53:25] 应该算是成功了
[1:53:27] 就是因为很多人会觉得
[1:53:30] 说我们最后在离开这个世界的时候
[1:53:35] 然后我就剩很多很多钱
[1:53:36] 然后花不完
[1:53:37] 但是其实这个通常不是一个
[1:53:40] 可以让你很快乐的游戏目标
[1:53:42] 就是你在遊戲過程中
[1:53:46] 還有最後完成了你自己想要完成的事
[1:53:50] 可以得到的快樂是比較高的
[1:53:52] 那這個不是我自己發明的
[1:53:54] 這個也是心理學的研究做出來的
[1:54:01] 就是人類快樂三個要素
[1:54:03] 大概有三個像
[1:54:04] 第一個是Enjoyment
[1:54:06] 就是享受你的生活
[1:54:08] 你在所有活著的時間
[1:54:12] 或者說醒著的時間裡面
[1:54:13] 你有多高的比例的時間是
[1:54:16] 做自己不想做的事
[1:54:18] 你是不是幾乎完全不需要做自己不想做的事
[1:54:21] 還是
[1:54:22] 例如說如果你超級討厭你自己的工作
[1:54:25] 但是你每天要去上班8小時
[1:54:27] 那你的Enjoyment可能就是蠻低的
[1:54:30] 因為你會很不享受生活
[1:54:33] 那第二個是Satisfaction
[1:54:35] 就是你擁有的東西
[1:54:38] 跟你實際上擁有的東西的符合程度如何
[1:54:42] 例如說你覺得
[1:54:45] 例如說郭台銘
[1:54:46] 他覺得自己應該要可以當總統吧
[1:54:49] 川普當美國總統
[1:54:51] 我連當這個小島的總統都沒有辦法嗎
[1:54:55] 他可能就很不快樂
[1:54:56] 因為他認為自己擁有的應該是要可以當總統
[1:55:01] 但他實際上擁有的比這個小很多
[1:55:04] 所以這個郭台銘他可能在Satisfaction這個項目上
[1:55:09] 就是蠻低的
[1:55:09] 所以雖然他超級有錢
[1:55:11] 但是在那时候没有办法选总统的时候
[1:55:16] 他其实有可能心情是非常非常不快乐
[1:55:18] 所以第三个是Purpose
[1:55:23] 就是找到你人生的意义目的
[1:55:26] 所以很多人他们如果有宗教信仰的话
[1:55:29] 其实他是会很容易会是过得很快乐的人生的
[1:55:33] 因为例如说他的意义就是荣耀
[1:55:37] 不一定是基督教的神
[1:55:39] 就是某一种神的话
[1:55:41] 那他人生的意义就会很确定是什么
[1:55:45] 然后而且如果那个宗教又告诉他
[1:55:48] 怎样是可以达到你的这个目标的话
[1:55:51] 那他可能会觉得自己的人生是很有意义
[1:55:54] 而且有可能他也同时可以满足
[1:55:57] enjoyment跟satisfaction
[1:55:58] 好那这个是在讲
[1:56:02] 这个投资是为了赚钱还是为了快乐
[1:56:06] 那在这个一年收入十万美金以下的话
[1:56:11] 可能还是为了赚钱
[1:56:13] 但是其实到十万美金以上的话
[1:56:16] 就是钱对你来说应该是
[1:56:19] 它可以帮助你做到什么样的事情
[1:56:23] 然后再把它转换成快乐
[1:56:25] 然后最后这个是说
[1:56:28] 如果我们要赚钱的话
[1:56:30] 我们就是要建立一套体系
[1:56:34] 然后行动规则都非常具体跟明确
[1:56:37] 因为这个其实有很多的投资课程
[1:56:41] 他们教的都是一套交易的心法
[1:56:45] 就是你听完了之后
[1:56:47] 你觉得你听了很多的安全废话
[1:56:49] 但是你完全不知道该怎么做
[1:56:51] 他就跟你说
[1:56:52] 这个形态看起来是怎样
[1:56:56] 然后画线
[1:56:57] 其实每个画线都不一样
[1:56:59] 然后每个人对于那个盘感的感受也都不一样
[1:57:02] 所以最后大家做的事情也都不一样
[1:57:05] 但是如果大家有看过跟我学
[1:57:08] 不只是股票企划
[1:57:10] 也可以是数学21点
[1:57:12] 各式各样的东西
[1:57:13] 我教的都是超级明确
[1:57:17] 逻辑严谨
[1:57:19] 而且具体你要怎么做
[1:57:21] 要做什么事情
[1:57:23] 所以就是
[1:57:24] 就至少跟我学的是
[1:57:26] 非常明确具体的东西
[1:57:29] 然后
[1:57:30] 这个赌场禁止我玩
[1:57:33] 是因为看出我建立一套
[1:57:35] 完整的制度和策略
[1:57:36] 有严格的执行
[1:57:37] 而不是因为
[1:57:39] 这个非常的有强大的临场反应
[1:57:42] 好这个就是可能跟大家漫画里面想象的不一样
[1:57:48] 大家都觉得说这个临场反应很强的大神
[1:57:52] 那是真的很厉害
[1:57:53] 但其实如果你要稳定的执行很好东西的话
[1:57:57] 其实最重要的还是
[1:57:59] 你是不是在稳定的输出某一件事情
[1:58:02] 好那投资是为了赚钱还是为了快乐
[1:58:07] 这是一个哲学问题
[1:58:09] 然后再来就是很多人会说成功是不能够被复制的
[1:58:16] 例如说马克·佐伯格
[1:58:19] 这个什么
[1:58:20] 伊隆·马斯克
[1:58:22] 马云
[1:58:23] 这些这个好像很难复制
[1:58:25] 但是问题是你就是你举的例子
[1:58:29] 可能是要成为世界前几名很难被复制
[1:58:33] 那确实是这样
[1:58:33] 但是如果你只是要成为各个领域的前1%的话
[1:58:38] 我认为是至少在我的经验里面是
[1:58:42] 非常容易复制交给别人
[1:58:45] 让别人可以成为某个领域的前一趴
[1:58:47] 所以我才会有这个
[1:58:49] 在各个领域快速成为大师
[1:58:51] 这样的一个理论
[1:58:52] 好那当然难以复制的可能是
[1:58:56] 比如说奥林匹亚金牌
[1:58:57] 智力测验超过200分
[1:58:59] 创业这些是我没有教别人成功复制过的
[1:59:04] 但是呢也有很多
[1:59:05] 是我有成功教别人复制的
[1:59:08] 那因为一定还是有一些任务是
[1:59:11] 很简单可以做到复制的嘛
[1:59:13] 所以我们才需要有数学补习班
[1:59:16] 因为如果你没有办法复制
[1:59:18] 数学考试一百分给别人的话
[1:59:21] 那大家就不会去数学补习班了嘛
[1:59:24] 一定还是有某些
[1:59:25] 比较简单的任务是可以复制的
[1:59:28] 那我们从简单到困难的话
[1:59:31] 大概是比如说国中数学
[1:59:34] 然后为期六段
[1:59:36] 然后考上医学系
[1:59:37] 考上医学系难度被列在蛮低的
[1:59:40] 然后考上建中被列在很高
[1:59:42] 是因为建中比较少人高中会重考
[1:59:47] 就是我默认高中是只有一发的机会
[1:59:50] 就是你一次就考上建中
[1:59:52] 那这个确实是比较难
[1:59:54] 但是医学系的话
[1:59:55] 几乎是默认可以重考很多次
[1:59:59] 我以前我在医学系的时候
[2:00:01] 我们那个导生组超过一半的人都是重考考上的
[2:00:06] 因为医学系本来就是蛮欢迎别人重考
[2:00:10] 因为医学系医生是希望是找到很认真
[2:00:14] 很吃苦耐劳的人
[2:00:16] 那重考的人会其实蛮符合这个特质
[2:00:19] 所以考上医学系的难度确实是比较低
[2:00:23] 那我确实也教过很多人考上医学系
[2:00:26] 然后再来是从股市一年赚一千万
[2:00:30] 这个的人数应该比下面的这个多非常非常的多
[2:00:35] 就是全台湾今年有从股市一年赚一千万的人应该超级多
[2:00:42] 那跟下面在日无时尚传说
[2:00:46] 这个其实难度是比股市一年赚一千万还困难很多
[2:00:50] 然后再来是高中数学
[2:00:52] 高中数学其实真的蛮难的
[2:00:54] 那当然它都还是在可以复制可以学习的范围
[2:00:58] 然后21点算牌被Vegas做赌场封杀
[2:01:02] 美国他们可以
[2:01:04] 就是让大家继续维持这种好规则
[2:01:07] 给大家玩
[2:01:08] 就是因为大概1万个人
[2:01:10] 游客才会有一个游客是有在正确的算牌
[2:01:14] 然后可能10万或几十万个游客里面
[2:01:18] 才会有一个可以做到
[2:01:20] 21点算牌被Vegas做赌场封杀
[2:01:23] 所以这个难度还是稍微高一点
[2:01:25] 但是毕竟他需要的知识大概还是300个小时
[2:01:33] 然后高中数学的等级
[2:01:34] 所以其实就是他还是在容易复制
[2:01:39] 而且我有成功复制给别人的成就里面
[2:01:42] 而且后来我觉得他好像也不一定要到那么
[2:01:47] 就是我说的嘛
[2:01:48] 就是我那个很壮很壮的健身教练的朋友
[2:01:53] 其实他也是有做到被Vegas做赌场封杀
[2:01:57] 所以这件事情应该就是在学习之后也是能够做到
[2:02:04] 然后我也有做了一本180几页的书
[2:02:08] 就是教怎么在拉斯维加斯
[2:02:11] 然后算牌
[2:02:12] 然后被所有赌场封杀
[2:02:15] 好 那这个就是在说
[2:02:18] 因为很多人会说成功是很难被复制的
[2:02:23] 但是要看是你成功做到什麼樣的事情
[2:02:25] 如果你是成功做到世界前幾名
[2:02:29] 這個非常困難
[2:02:30] 但如果你是要完成一個沒有那麼難的成就的話
[2:02:36] 那這個成功應該是蠻容易被透過學習來複製的
[2:02:42] 好 那大概就是這樣
[2:02:46] 好 然後
[2:02:48] 這個什麼 牛市抓住改變自己的機會
[2:02:51] 就是我有錄製一套股票期貨的課程
[2:02:56] 其實我在YouTube上已經可以看到
[2:03:00] 我好幾十個小時的跟投資有關的演講或者是教學
[2:03:07] 那就是我的演講大致上都還是會希望
[2:03:12] 是讓大家都可以覺得有趣
[2:03:15] 所以大部分的故事還是會有一些寓意
[2:03:18] 就是觉得说
[2:03:20] 它好像还是有一些哲学思想
[2:03:22] 然后觉得说很有趣很有意思
[2:03:25] 因为我还是预期有一些
[2:03:26] 你其实不是真的要认真玩这个游戏的听众
[2:03:30] 你有趣有趣的
[2:03:32] 也是了解了一下
[2:03:34] 原来这个游戏大致上在做什么
[2:03:36] 但是这个我录制的股票期货课程
[2:03:40] 它就比较像是补习班的数学课
[2:03:43] 就是非常具体的学习各式各样的策略技巧
[2:03:49] 然后什么样的情况具体应该要怎么做
[2:03:53] 那这一题应该要怎么解
[2:03:54] 像刚刚我们有这个写了一题嘛
[2:03:57] 这一题其实大家应该是有学到有进步啦
[2:04:01] 你原本觉得好像这一题不知道怎么写
[2:04:04] 听一听这个其实确实是可以做到的范围
[2:04:08] 好像没有很难这样
[2:04:09] 好那就是这样
[2:04:12] 就是那个课程主要是影片
[2:04:16] 就像是类似什么高中数学教学
[2:04:21] 类似这样的影片
[2:04:22] 就是这个章节是三角函数
[2:04:25] 下一个章节是log
[2:04:27] 下一个章节是行列式
[2:04:28] 类似像这样子
[2:04:30] 好,然后大概就是这样
[2:04:33] 谢谢大家
